CourseCode,Department,Content-to-ILO,ILO-to-Content,# Chunks,# Outcomes,Year,Credits,Content Length
FIVE10,102,0.4761,0.6803,11,2,2023,7.5,124
LV1500,106,0.7645,0.8361,3,3,2023,7.5,50
ARO720,108,0.6439,0.713,12,5,2021,15.0,191
LA7105,165,0.7838,0.8126,4,3,2018,7.5,83
PH15A1,333,0.7263,0.8176,11,4,2023,7.5,205
ARA112,108,0.6744,0.632,3,7,2022,7.5,72
GV3002,103,0.6786,0.739,8,10,2020,30.0,133
JU721B,220,0.6481,0.7211,6,4,2019,15.0,90
BL7016,460,0.6275,0.8062,10,4,2011,15.0,63
CT7130,154,0.7081,0.792,4,4,2023,7.5,50
UQ2SPR,317,0.8008,0.8318,12,9,2022,30.0,275
KG7237,304,0.5213,0.5593,2,4,2018,15.0,18
MM7021,403,0.5962,0.5483,1,3,2019,7.5,44
BE7008,403,0.5353,0.6517,7,4,2008,7.5,63
UM3108,130,0.6603,0.6447,4,2,2019,7.5,75
GG7008,464,0.6786,0.7583,6,5,2020,7.5,44
JU244F,220,0.774,0.7323,2,5,2020,3.5,31
SA3012,309,0.5674,0.7053,2,5,2021,7.5,17
KB2003,431,0.7123,0.6878,4,6,2021,7.5,45
TVKUII,106,0.6262,0.6844,2,2,2018,7.5,39
ENGE46,150,0.7254,0.7192,6,5,2023,7.5,129
SLPOLI,158,0.6725,0.7716,4,5,2021,7.5,45
UM7013,130,0.7576,0.7576,2,2,2019,7.5,24
FK8018,402,0.6631,0.4209,1,7,2022,7.5,49
BL1016,460,0.8838,0.8727,2,5,2023,7.5,32
PO1POV,165,0.8679,0.6492,2,3,2023,7.5,52
LIN221,153,0.6672,0.7084,6,3,2023,7.5,77
LIM023,153,0.8402,0.7617,4,6,2022,7.5,86
JU90AA,220,0.4931,0.5718,7,3,2019,15.0,103
PSPR23,308,0.6918,0.7522,11,7,2021,15.0,231
RHA308,103,0.7686,0.7364,3,4,2019,7.5,57
IT1UTL,165,0.7685,0.8058,13,10,2021,30.0,212
PR4521,302,0.7268,0.7747,5,4,2020,7.5,131
SA2021,309,0.6425,0.7039,6,6,2022,7.5,75
FAB612,158,0.7713,0.8295,15,9,2022,15.0,228
PSMT61,308,0.6768,0.7434,4,1,2021,7.5,68
BA2163,158,0.902,0.8457,1,4,2021,7.5,27
US262F,130,0.7975,0.8223,5,4,2020,7.5,87
TVTRAI,106,0.755,0.6387,3,4,2018,7.5,49
FE410U,302,0.6918,0.6169,2,6,2020,3.0,69
NS1141,154,0.6863,0.6629,3,3,2023,3.5,54
EC7115,305,0.7786,0.6938,1,3,2015,7.5,31
KV6000,106,0.721,0.7903,8,4,2017,15.0,178
UCSY07,306,0.8508,0.8259,4,4,2023,7.5,68
KZ4020,434,0.718,0.6718,5,10,2021,7.5,70
UM7035,130,0.8053,0.7711,4,3,2019,7.5,72
LIT413,153,0.807,0.8009,5,4,2022,10.0,106
BA1164,158,0.892,0.756,1,4,2022,7.5,32
KO2003,434,0.7016,0.619,3,5,2017,7.5,48
TYA104,158,0.7549,0.836,5,3,2022,7.5,118
HI8094,104,0.5707,0.7256,5,3,2023,7.5,93
KZ8001,434,0.6401,0.726,7,5,2010,7.5,99
US263F,130,0.7457,0.7435,4,3,2019,7.5,62
AKA118,312,0.7421,0.6955,5,7,2022,15.0,91
GG7022,464,0.6651,0.6304,5,5,2019,7.5,38
GE8028,463,0.6319,0.6639,3,3,2017,15.0,54
HVBRAN,130,0.7347,0.8176,12,4,2020,7.5,147
SO7200,310,0.7115,0.7536,7,5,2023,7.5,143
ML480N,323,0.6435,0.6509,5,5,2019,15.0,99
JU561B,220,0.7149,0.7086,4,5,2021,15.0,78
ST741A,311,0.6995,0.7798,4,2,2019,7.5,86
KG7244,304,0.705,0.6871,7,7,2020,15.0,104
SO7071,310,0.6902,0.6758,3,5,2023,7.5,81
PR4524,302,0.6887,0.6909,8,6,2021,7.5,90
HA24FF,220,0.4924,0.6304,7,6,2020,15.0,113
PH09A0,333,0.7171,0.7389,3,3,2022,2.5,49
FR796Z,165,0.5252,0.4832,2,4,2021,7.5,53
ARA123,108,0.8298,0.8386,2,1,2019,7.5,37
SV100N,320,0.7379,0.6646,5,5,2022,7.5,102
UB39UU,318,0.7515,0.6395,3,8,2022,6.0,58
GE8021,463,0.716,0.5933,1,3,2019,7.5,15
KSA401,165,0.6091,0.6913,9,4,2020,7.5,115
HVDA01,130,0.7994,0.6861,2,3,2019,7.5,37
ESK15V,165,0.5466,0.6369,3,5,2018,15.0,39
GE8037,463,0.7987,0.7778,2,2,2022,7.5,41
KO5001,434,0.7441,0.6446,2,5,2017,15.0,45
SU7255,314,0.838,0.8223,1,3,2019,7.5,41
MI2006,485,0.768,0.8574,8,5,2020,7.5,91
IB152N,323,0.8396,0.8162,4,5,2020,15.0,95
LVGN15,106,0.6652,0.7779,3,4,2021,7.5,46
CT103U,154,0.8637,0.8547,3,4,2021,7.5,46
PSPR17,308,0.6966,0.7222,4,3,2021,7.5,72
GG8116,464,0.7271,0.8142,5,4,2019,7.5,24
UM2022,130,0.8426,0.8355,2,3,2023,7.5,54
MI7024,485,0.8367,0.8108,2,5,2022,7.5,52
UQ420F,317,0.6719,0.7247,2,5,2019,7.5,33
FK5020,402,0.8535,0.6528,2,6,2019,7.5,40
MM7023,403,0.4718,0.7619,13,2,2019,7.5,66
UM3008,130,0.8884,0.8708,2,3,2019,7.5,75
HVDA02,130,0.7833,0.7923,4,3,2019,7.5,76
NS200U,154,0.5769,0.7631,2,2,2022,6.0,36
UM203U,130,0.8113,0.8052,3,4,2023,7.5,78
ARL311,108,0.7108,0.7457,2,4,2012,15.0,29
SAM203,309,0.6965,0.7396,9,2,2011,7.5,192
ST306G,311,0.5589,0.8321,13,2,2009,7.5,104
UM702V,130,0.6794,0.7033,4,9,2023,15.0,65
ML465C,323,0.7348,0.7702,2,3,2016,7.5,67
TTA625,154,0.8071,0.7727,4,3,2020,7.5,73
SLPLPP,158,0.7241,0.6614,5,5,2022,7.5,87
JU704M,220,0.7204,0.7668,4,4,2021,15.0,69
UCG014,306,0.7878,0.7873,2,3,2023,7.5,37
FRAFR2,165,0.4142,0.3746,2,3,2023,6.0,40
ST720A,311,0.6203,0.6688,9,6,2019,7.5,164
TVMAAS,106,0.4771,0.352,2,7,2014,30.0,20
GG1019,464,0.6316,0.7298,7,5,2021,7.5,33
EC2101,305,0.7014,0.7028,6,2,2016,7.5,116
BL2029,460,0.7845,0.595,2,2,2019,15.0,45
GG2013,464,0.4856,0.7978,7,2,2019,7.5,32
UQS01F,317,0.766,0.7841,5,4,2021,7.5,99
KA7005,434,0.6841,0.7703,3,5,2007,15.0,47
FK2009,402,0.5581,0.6899,12,4,2019,7.5,87
BE7001,403,0.4358,0.5953,18,7,2015,7.5,81
TTA706,154,0.8257,0.8577,4,2,2021,5.0,47
JO3056,120,0.6394,0.7594,5,1,2019,7.5,75
GE2022,463,0.7866,0.8242,6,3,2020,15.0,138
JU243F,220,0.5531,0.6278,5,4,2020,3.5,80
EH1906,301,0.8746,0.8181,3,5,2022,7.5,54
KG3220,304,0.6452,0.7364,4,4,2022,30.0,84
ML431C,323,0.6514,0.6956,3,2,2019,7.5,47
FK7064,402,0.5484,0.6404,9,5,2019,9.0,93
LIN435,153,0.6942,0.8015,6,3,2020,7.5,123
JKB442,172,0.7079,0.7093,7,6,2023,22.5,140
JU706M,220,0.8174,0.7395,5,6,2021,15.0,124
GG5108,464,0.5767,0.6719,8,4,2023,7.5,26
SUU737,314,0.6809,0.7263,7,3,2016,7.5,144
HI1343,104,0.5725,0.7057,6,3,2019,7.5,107
MK7023,120,0.7503,0.7948,2,1,2018,7.5,49
UQK801,317,0.7805,0.7821,5,4,2022,7.5,136
JU70FF,220,0.7622,0.6555,3,8,2022,15.0,90
BAL335,158,0.8078,0.8764,4,4,2020,7.5,70
PR2540,302,0.8069,0.8104,7,6,2020,7.5,148
TVCURE,106,0.6357,0.5894,3,4,2018,7.5,38
PS2STR,308,0.8133,0.8015,4,5,2023,7.5,105
NS165U,154,0.8808,0.8808,5,5,2019,7.5,78
PSPR49,308,0.771,0.8378,4,3,2023,7.5,67
GG1013,464,0.5931,0.6501,10,6,2011,7.5,63
IB147N,323,0.8003,0.7841,3,4,2020,7.5,46
GE5041,463,0.8493,0.8173,2,6,2022,15.0,61
USEF1G,130,0.827,0.8035,6,7,2018,7.5,169
NSS313,154,0.5928,0.6115,5,4,2023,15.0,97
ENFW14,150,0.8384,0.6045,1,7,2021,15.0,37
MO4000,404,0.6194,0.789,30,10,2016,30.0,339
ST108G,311,0.6481,0.7242,2,2,2015,7.5,66
RHG112,103,0.8352,0.8509,3,2,2019,7.5,75
UB502Y,318,0.8117,0.8232,3,3,2023,7.5,61
RHA216,103,0.5948,0.6191,2,2,2023,7.5,32
SUU729,314,0.6267,0.7198,3,1,2020,4.0,59
PR4522,302,0.6921,0.8327,11,5,2020,7.5,211
JU727A,220,0.7745,0.797,4,4,2019,15.0,80
FI30N1,102,0.562,0.569,7,6,2023,30.0,137
LIM017,153,0.5446,0.8316,4,1,2019,7.5,52
TYA105,158,0.6686,0.7555,7,3,2021,7.5,182
ES2304,165,0.7943,0.8714,3,1,2021,5.0,43
UM2320,130,0.6818,0.6461,4,5,2022,7.5,64
ML464C,323,0.833,0.7763,1,5,2016,7.5,122
PR2542,302,0.7593,0.8243,6,5,2020,7.5,71
LIM025,153,0.7106,0.7402,2,4,2022,7.5,43
ITSMP1,165,0.7483,0.7971,4,3,2021,7.5,69
LVGN16,106,0.8825,0.8723,2,3,2022,7.5,46
JO7070,120,0.8615,0.8849,3,3,2023,7.5,51
JKB332,172,0.8112,0.7894,12,7,2022,22.5,185
IT022A,165,0.6462,0.7645,6,5,2019,15.0,85
ATU160,328,0.668,0.7357,6,3,2022,15.0,119
KA3000,434,0.7069,0.7195,5,5,2017,10.0,67
KG2310,304,0.7304,0.7755,6,4,2020,7.5,155
US262G,130,0.737,0.8286,9,5,2020,7.5,93
PEA474,306,0.8119,0.7819,3,2,2020,7.5,47
RS72EL,165,0.7136,0.7738,7,5,2022,7.5,130
LIN019,153,0.7626,0.8176,5,3,2022,7.5,70
FIFM10,102,0.7063,0.6715,4,6,2022,7.5,89
UB10MF,318,0.8285,0.8072,4,4,2023,7.5,73
EH6108,301,0.7214,0.7822,7,4,2021,7.5,138
JU899A,220,0.7134,0.6785,4,8,2021,15.0,60
CTS301,154,0.7436,0.8323,3,3,2018,7.5,49
FR766Z,165,0.6356,0.6369,3,4,2021,7.5,51
FE407U,302,0.579,0.6204,3,3,2020,3.0,75
UB449F,318,0.7149,0.7452,6,3,2019,7.5,123
FK2010,402,0.7859,0.7789,1,2,2019,15.0,35
USVF3K,130,0.6861,0.6938,5,8,2019,15.0,67
CT1005,154,0.8807,0.8985,6,4,2021,7.5,80
PEG103,306,0.7725,0.7675,4,5,2022,7.5,74
KZ8025,434,0.7166,0.7594,6,6,2022,7.5,161
JU375A,220,0.7353,0.678,3,8,2019,15.0,64
US168F,130,0.8427,0.873,2,4,2021,7.5,60
PEA467,306,0.7028,0.7454,5,4,2019,7.5,64
BL5001,460,0.7544,0.6881,2,4,2013,15.0,56
IB495C,323,0.7356,0.7319,3,5,2019,7.5,54
LIN026,153,0.8387,0.8355,3,2,2023,7.5,74
JU668B,220,0.7854,0.7011,4,9,2022,15.0,75
GE7062,463,0.631,0.6353,3,4,2013,15.0,47
SLMSS8,158,0.6363,0.7074,2,3,2016,7.5,32
BL5023,460,0.6652,0.7317,3,5,2020,7.5,65
MM8040,403,0.6493,0.6051,1,3,2019,7.5,36
PS2RAT,308,0.7984,0.7708,3,5,2023,7.5,85
KG2304,304,0.7293,0.6447,3,7,2020,7.5,75
BL3011,460,0.7247,0.7509,7,6,2022,15.0,142
LVAK21,106,0.7518,0.8067,4,1,2020,7.5,51
PSPR32,308,0.8486,0.6032,2,4,2021,7.5,34
TTA627,154,0.48,0.5135,2,2,2019,7.5,38
ST304G,311,0.6984,0.759,4,2,2015,7.5,57
MK1034,120,0.8163,0.7785,11,10,2019,30.0,240
HV03KS,130,0.7671,0.7279,2,3,2019,7.5,29
LVAK05,106,0.7777,0.7651,3,4,2020,7.5,51
ES5508,165,0.7092,0.6482,1,5,2012,7.5,29
TVCUDI,106,0.7149,0.714,3,2,2019,7.5,56
FE3336,302,0.7883,0.9048,5,5,2020,7.5,86
NS173U,154,0.7756,0.8388,4,5,2022,7.5,52
PE03GN,306,0.7642,0.7387,3,4,2021,7.5,41
SVS014,320,0.8705,0.8211,3,5,2022,7.5,67
UB04VS,318,0.7379,0.7262,5,10,2018,7.5,91
BAL116,158,0.8381,0.8292,3,9,2014,30.0,80
BL2024,460,0.8332,0.7556,1,3,2015,3.0,16
KB7020,431,0.5786,0.6101,3,3,2021,7.5,68
UB31UU,318,0.7727,0.7222,3,6,2019,3.0,60
MT3001,403,0.5706,0.5823,2,4,2007,7.5,53
JU322A,220,0.7515,0.7201,3,5,2023,15.0,63
JU664B,220,0.707,0.7258,9,6,2019,15.0,197
UM8008,130,0.7438,0.7157,4,3,2013,7.5,65
KI4401,172,0.7893,0.818,13,10,2021,30.0,244
LIDF01,153,0.6403,0.7457,7,3,2020,7.5,192
EH6109,301,0.7038,0.7931,8,4,2021,15.0,159
BL4003,460,0.7045,0.7502,6,3,2007,15.0,90
ST742A,311,0.7048,0.8327,7,2,2016,7.5,130
US116G,130,0.7895,0.8185,11,10,2022,15.0,183
GE8033,463,0.8062,0.8062,2,2,2020,7.5,49
NS7097,154,0.2451,0.3142,3,3,2023,7.5,53
FE5134,302,0.648,0.7389,5,3,2023,7.5,118
FE3235,302,0.7914,0.7997,5,6,2018,7.5,138
EC7415,305,0.6601,0.7412,5,5,2020,7.5,86
SV7067,320,0.8371,0.8288,3,4,2019,7.5,89
GE7084,463,0.7765,0.8547,8,4,2024,15.0,118
UB14MP,318,0.8415,0.7608,4,4,2022,7.5,96
IB440C,323,0.5241,0.6836,8,3,2020,7.5,105
AS1003,401,0.7456,0.7452,1,2,2019,7.5,30
ETA803,103,0.7,0.7611,5,3,2020,7.5,90
LIN316,153,0.8241,0.8394,3,4,2019,7.5,62
SL7TSS,158,0.7076,0.7167,2,5,2012,7.5,25
ES4305,165,0.7074,0.7197,3,4,2022,9.0,55
UB304M,318,0.8531,0.798,2,3,2022,7.5,88
GG7025,464,0.7168,0.7313,5,4,2019,7.5,40
JU668F,220,0.5857,0.7157,11,7,2019,15.0,153
PR1523,302,0.7014,0.6832,7,6,2023,7.5,105
LIT330,153,0.7435,0.6877,3,5,2021,15.0,51
JO7031,120,0.712,0.8192,2,2,2021,7.5,33
EC2116,305,0.5996,0.5794,12,7,2023,7.5,168
FE3350,302,0.7849,0.8463,4,3,2016,3.0,72
JU255F,220,0.7039,0.8461,5,5,2021,3.5,87
SU7241,314,0.9182,0.8744,1,5,2022,7.5,42
KO7007,434,0.5879,0.6759,11,6,2009,15.0,173
FK7052,402,0.691,0.6531,7,5,2019,7.5,59
LVAN31,106,0.6488,0.8336,6,1,2020,7.5,89
FE3129,302,0.7563,0.7798,5,5,2018,7.5,109
IB444C,323,0.6799,0.7374,13,5,2019,7.5,37
NS7086,154,0.5195,0.5729,3,3,2018,7.5,64
LA7103,165,0.7795,0.809,5,3,2021,7.5,95
FR770Z,165,0.5723,0.622,3,3,2021,7.5,49
ML437N,323,0.6891,0.7012,4,4,2020,7.5,64
ABVAL1,172,0.81,0.8064,7,5,2020,15.0,131
PR2523,302,0.6312,0.7174,7,4,2020,7.5,106
FS1112,120,0.5295,0.4607,2,4,2019,30.0,14
ML730N,323,0.5915,0.6484,4,4,2023,7.5,97
JU770B,220,0.445,0.5357,16,4,2022,15.0,110
NL2002,158,0.7798,0.7881,2,1,2021,7.5,59
ML462C,323,0.7908,0.8417,3,3,2017,7.5,32
ENG463,150,0.7134,0.8223,10,5,2019,7.5,114
UCG04U,306,0.8139,0.7339,2,6,2022,7.5,34
LVAM22,106,0.4725,0.464,2,4,2014,15.0,28
US148U,130,0.8632,0.8869,4,3,2017,7.5,97
FE3343,302,0.7983,0.8413,5,3,2023,7.5,118
JU65AA,220,0.6592,0.6752,3,5,2019,15.0,55
BL8063,460,0.7513,0.8166,4,3,2021,7.5,71
UB707Y,318,0.5417,0.5901,3,5,2020,7.5,27
MVMTGR,106,0.7683,0.7049,1,4,2019,7.5,18
GV7023,103,0.5464,0.5904,3,3,2019,7.5,29
PH24G0,333,0.7551,0.7216,6,5,2023,7.5,163
UC262U,306,0.76,0.7658,4,4,2023,7.5,83
NS7094,154,0.5464,0.5815,4,3,2018,7.5,102
JU428B,220,0.7552,0.7354,4,5,2019,15.0,106
UB52UU,318,0.8502,0.861,6,4,2023,7.5,130
LVAN55,106,0.7453,0.7405,3,3,2021,7.5,56
TTA618,154,0.7163,0.7777,3,4,2022,7.5,65
UB18VU,318,0.7512,0.6701,5,8,2023,15.0,156
SLPL2B,158,0.7753,0.7774,12,9,2022,15.0,178
UB701Y,318,0.6884,0.7261,4,4,2018,15.0,53
UB14VU,318,0.8441,0.7491,4,3,2021,5.0,85
NS2033,154,0.7204,0.7455,9,7,2023,15.0,195
BL7018,460,0.6153,0.7445,6,2,2007,15.0,123
JKB111,172,0.7947,0.7147,5,6,2023,30.0,115
KG1302,304,0.7088,0.7646,9,5,2019,7.5,170
AN4315,108,0.7377,0.6633,3,5,2019,7.5,53
EH1316,301,0.6989,0.7121,6,4,2020,7.5,137
MM2002,403,0.7793,0.778,3,2,2020,15.0,155
FE4435,302,0.7809,0.7706,3,7,2021,7.5,52
UC430L,306,0.67,0.7569,3,2,2016,7.5,57
MI2007,485,0.822,0.7181,2,5,2021,15.0,44
BL5026,460,0.6442,0.6959,3,5,2015,15.0,95
HI1346,104,0.7587,0.7431,5,4,2019,7.5,87
LA8102,165,0.6513,0.8219,7,3,2020,7.5,152
UM8022,130,0.8274,0.8569,6,3,2016,5.0,83
HVDT06,130,0.7542,0.649,3,8,2023,15.0,81
FAB802,158,0.8225,0.8657,4,3,2020,7.5,88
GE2021,463,0.7547,0.781,6,3,2023,15.0,106
NS7081,154,0.4601,0.4766,2,3,2023,7.5,31
FE1302,302,0.8274,0.5588,4,6,2021,7.5,97
UM304U,130,0.7518,0.7816,3,4,2023,7.5,99
GG4209,464,0.6549,0.6034,6,5,2019,7.5,64
LIA749,153,0.7736,0.6069,1,5,2022,15.0,20
FI11N1,102,0.7886,0.7721,4,2,2023,7.5,63
GG5107,464,0.5445,0.6387,8,4,2019,7.5,26
KZ4019,434,0.7491,0.7383,3,5,2021,6.0,71
FK5030,402,0.5266,0.681,8,5,2016,7.5,64
SAM226,309,0.7549,0.6716,3,3,2016,15.0,56
JUL300,220,0.6924,0.7475,7,4,2019,2.5,103
EH1704,301,0.7488,0.7287,3,4,2023,15.0,51
GV7101,103,0.8478,0.7945,4,3,2020,7.5,47
NS1107,154,0.7403,0.7444,5,3,2021,7.5,97
JU560A,220,0.7149,0.7086,4,5,2020,15.0,78
UB34MP,318,0.7603,0.7617,6,5,2023,7.5,97
IT734Z,165,0.7188,0.6951,4,4,2020,7.5,59
TVSKKR,106,0.744,0.7814,4,3,2021,7.5,57
SLTNLG,158,0.7612,0.7494,3,5,2020,7.5,49
LVGN14,106,0.8145,0.8458,3,3,2021,7.5,51
MO7013,404,0.6054,0.7489,9,3,2010,7.5,83
KZ0002,434,0.6092,0.6805,8,10,2022,8.0,127
JKB913,172,0.8635,0.8461,1,2,2019,7.5,39
UB452F,318,0.8807,0.8744,3,3,2018,7.5,61
UE2079,318,0.6875,0.7052,4,4,2019,7.5,46
RHG510,103,0.6791,0.6829,5,2,2021,7.5,87
HVUVF3,130,0.692,0.7005,5,9,2020,15.0,65
JU246F,220,0.603,0.6096,7,7,2020,3.5,98
LK7091,104,0.7196,0.7293,4,4,2019,7.5,57
LVGN07,106,0.7507,0.7881,5,3,2020,7.5,103
SV7070,320,0.788,0.7704,3,4,2023,7.5,59
IB162N,323,0.7912,0.7839,3,3,2022,7.5,47
UB107Y,318,0.8177,0.8633,18,8,2023,16.0,408
LIN021,153,0.6396,0.492,2,3,2020,7.5,39
UM8053,130,0.7564,0.8045,6,4,2023,7.5,54
BL7062,460,0.5894,0.6047,4,4,2020,5.0,53
NS7078,154,0.5674,0.584,4,3,2019,7.5,86
UCSY06,306,0.726,0.7494,4,3,2022,7.5,58
NS7088,154,0.4741,0.5743,4,3,2019,7.5,87
EH6105,301,0.6984,0.8037,4,1,2020,7.5,101
FE411U,302,0.6377,0.7415,8,4,2020,3.0,175
MO4003,404,0.4444,0.715,5,2,2022,7.5,37
UMU216,130,0.7478,0.837,6,4,2019,7.5,97
GG4071,464,0.7458,0.8342,7,5,2023,7.5,71
UB62VY,318,0.7379,0.7262,5,10,2018,7.5,91
JU60FF,220,0.796,0.7372,1,4,2023,7.5,22
HI8087,104,0.788,0.8948,5,4,2022,7.5,115
ENRFH1,150,0.7065,0.6396,2,4,2022,7.5,54
TVKAN3,106,0.6691,0.6333,8,10,2022,30.0,146
JU256F,220,0.7269,0.712,6,6,2021,3.5,152
BA1163,158,0.8961,0.8406,1,4,2021,7.5,28
JU672F,220,0.7194,0.7502,9,5,2023,15.0,189
UM303U,130,0.813,0.8223,3,4,2023,7.5,90
FE5343,302,0.6819,0.8372,3,3,2018,7.5,46
TVFÖRE,106,0.7011,0.8056,2,1,2020,7.5,24
SUKR01,314,0.7742,0.7549,9,9,2023,7.5,168
KV5300,106,0.8002,0.8313,5,4,2018,7.5,98
JU900A,220,0.7134,0.6785,4,8,2022,15.0,60
NS3033,154,0.6246,0.6499,4,4,2023,7.5,107
FV7301,120,0.7486,0.7741,4,4,2019,7.5,81
CT111U,154,0.7889,0.7523,2,2,2019,7.5,32
JU265F,220,0.7159,0.7397,8,7,2023,3.5,209
SU7244,314,0.7014,0.7142,5,4,2023,7.5,73
EC7311,305,0.5666,0.685,11,3,2013,7.5,132
MO1003,404,0.6219,0.6597,8,5,2007,7.5,35
HV08KS,130,0.7565,0.6694,3,5,2020,15.0,48
IB140N,323,0.6682,0.6514,3,2,2020,7.5,44
LIN640,153,0.6661,0.6138,2,5,2022,15.0,35
FE2630,302,0.7758,0.7572,5,6,2015,7.5,130
BE7009,403,0.4105,0.4158,6,2,2008,7.5,33
TTA628,154,0.8644,0.8755,5,4,2020,7.5,85
YP23LÄ,306,0.819,0.8365,4,4,2019,7.5,43
KS72KL,165,0.6655,0.6295,4,4,2020,7.5,78
ENP1H9,150,0.599,0.6564,4,4,2011,7.5,60
UCG001,306,0.6315,0.6894,5,1,2021,1.5,64
UCG020,306,0.8159,0.7748,6,7,2020,30.0,130
HI1331,104,0.7641,0.7746,8,7,2015,15.0,155
JU702M,220,0.6843,0.6573,4,5,2021,15.0,68
KB7010,431,0.7518,0.6723,2,4,2015,15.0,31
LIB709,153,0.6757,0.6963,4,4,2017,30.0,83
UQ3SPL,317,0.7379,0.795,8,7,2018,15.0,159
FE5122,302,0.5873,0.5847,4,6,2021,7.5,91
GG8019,464,0.7682,0.5827,1,5,2019,7.5,47
GG4045,464,0.7076,0.8209,6,3,2022,7.5,40
NS7079,154,0.3946,0.4514,4,3,2023,7.5,75
UB212Z,318,0.7839,0.6695,2,4,2018,7.5,34
FE4228,302,0.7579,0.7342,3,6,2023,7.5,52
FIVE1G,102,0.4819,0.6274,8,2,2018,7.5,100
GE4031,463,0.7716,0.7417,2,5,2019,7.5,16
FK7060,402,0.7437,0.7581,4,5,2023,7.5,76
PH17A1,333,0.8061,0.6428,4,5,2023,7.5,94
UCG118,306,0.8093,0.8316,4,3,2018,7.5,54
EC7112,305,0.6501,0.8016,6,2,2013,7.5,104
US545F,130,0.9054,0.7137,2,3,2023,7.5,37
LIN611,153,0.6661,0.6138,2,5,2022,15.0,35
KB4003,431,0.7943,0.7605,1,2,2018,2.5,12
UCSY04,306,0.892,0.8735,3,3,2020,7.5,55
PEAV34,306,0.7961,0.6883,1,3,2019,7.5,32
ES5517,165,0.6354,0.7481,4,4,2022,7.5,64
NS9007,154,0.5474,0.604,4,6,2020,30.0,51
PS2SOC,308,0.7844,0.7606,2,3,2023,7.5,55
GE8035,463,0.6933,0.7215,9,4,2022,15.0,118
GG7024,464,0.6441,0.7902,9,4,2019,7.5,83
FAB120,158,0.7914,0.8136,15,10,2022,15.0,234
FV101U,120,0.6296,0.767,5,3,2014,7.5,66
US261F,130,0.7649,0.7455,3,4,2020,7.5,60
PEGN01,306,0.8307,0.839,3,3,2023,7.5,64
JKA223,172,0.6911,0.6359,6,7,2023,22.5,106
JU311K,220,0.6929,0.6564,9,8,2020,15.0,136
RHA220,103,0.6484,0.7231,4,4,2021,7.5,76
NU4026,474,0.7392,0.7863,8,6,2023,15.0,117
SU7264,314,0.8897,0.8314,2,5,2023,7.5,69
PH06A0,333,0.7944,0.7197,2,3,2022,2.5,58
UCG20K,306,0.8721,0.8474,1,2,2019,4.0,24
PH01A1,333,0.7427,0.7656,4,7,2022,7.5,51
BL2028,460,0.6246,0.6687,5,4,2023,15.0,88
PSTP26,308,0.6961,0.7579,7,7,2022,7.5,68
PH26G1,333,0.7803,0.8075,6,5,2022,7.5,158
GG4208,464,0.6998,0.7208,7,4,2019,7.5,25
LIT401,153,0.8443,0.8604,3,5,2022,10.0,50
KZ8005,434,0.6585,0.4934,3,7,2010,7.5,66
HVMA14,130,0.6973,0.7349,5,6,2021,15.0,78
HVKVF2,130,0.725,0.6723,4,10,2019,7.5,51
TYA804,158,0.7023,0.6413,3,3,2022,7.5,45
UB109M,318,0.7524,0.8247,3,4,2023,7.5,60
FE409U,302,0.7324,0.7589,2,5,2020,3.0,36
KI1315,172,0.7383,0.8089,3,2,2018,7.5,40
MM7010,403,0.7048,0.7171,2,3,2019,7.5,45
ETA003,103,0.7977,0.7645,6,5,2020,15.0,163
LA4412,165,0.6853,0.6233,5,5,2023,7.5,155
US961U,130,0.7649,0.7455,3,4,2020,7.5,60
RS72SF,165,0.7728,0.7706,3,3,2020,7.5,60
KO8001,434,0.4588,0.6624,9,6,2007,15.0,76
SLRYNB,158,0.7587,0.7233,9,9,2022,15.0,203
MO5001,404,0.3971,0.4917,9,4,2018,7.5,54
FIOV10,102,0.6887,0.469,5,6,2024,7.5,80
MI4011,485,0.7477,0.7445,2,3,2019,7.5,58
SVS012,320,0.8885,0.8671,3,6,2022,7.5,44
DA4003,403,0.6733,0.7301,2,5,2021,7.5,51
UB301M,318,0.8053,0.7418,3,5,2020,7.5,43
PSPR18,308,0.717,0.7306,9,7,2023,7.5,168
SU7259,314,0.9078,0.8087,1,4,2022,7.5,46
IB135N,323,0.7921,0.6807,1,6,2021,7.5,29
RHA303,103,0.6713,0.6938,4,4,2019,7.5,46
ST1101,311,0.7076,0.7176,7,5,2023,15.0,153
BL7068,460,0.7074,0.7074,3,3,2021,7.5,66
KSB002,165,0.7826,0.7811,6,5,2022,7.5,80
KZ7020,434,0.6163,0.5479,5,10,2023,7.5,96
LIM016,153,0.7856,0.8019,3,2,2019,7.5,62
DIG11K,306,0.8226,0.7602,2,3,2019,5.0,42
UM7050,130,0.753,0.8092,4,5,2021,7.5,58
US532F,130,0.8336,0.8116,3,3,2019,7.5,38
SU7215,314,0.6996,0.687,6,6,2022,7.5,54
JU640A,220,0.5319,0.6834,22,7,2024,15.0,373
MT4001,403,0.5701,0.6205,2,5,2007,7.5,58
IT785Z,165,0.6118,0.6938,6,6,2018,30.0,90
FAB805,158,0.8194,0.5918,3,3,2019,7.5,55
MM7046,403,0.4463,0.5263,3,3,2021,7.5,42
JKB911,172,0.7942,0.712,1,3,2023,7.5,44
PH01G1,333,0.7744,0.8169,4,6,2021,3.0,72
